Accession,Organism_Name,Species,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
MG849229,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172634,7677,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849228,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172629,7897,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849227,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172474,7901,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849226,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172364,7901,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849225,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172311,7881,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849224,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172254,7728,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849223,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172135,7858,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849222,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172120,7899,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849221,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172110,7900,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849220,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172056,7902,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849219,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172054,7885,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849218,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_172000,7901,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849217,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171912,7858,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849216,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171896,7902,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849215,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171873,7257,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849214,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171835,7858,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849213,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171809,7891,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849212,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171724,7903,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849211,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171712,6860,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG847809,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_1717,7900,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849210,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171545,7858,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849209,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171531,7869,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849208,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171412,7857,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG847808,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_1714,7662,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849207,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171371,7678,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849206,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171243,7903,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849205,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171213,7858,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849204,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171152,7854,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849203,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_171011,7900,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849202,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170887,7833,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849201,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170789,7858,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849200,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170777,7868,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849199,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170762,7789,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849198,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170755,7865,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849197,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170753,7839,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849196,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170627,7677,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849195,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170625,7903,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849194,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170623,6861,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849193,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170555,7820,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849192,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170454,7257,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849191,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170305,7470,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849190,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170297,7874,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849189,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170288,7865,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
MG849188,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,NCI_170154,7901,partial,USA,USA,Homo sapiens,,"Mirabello,L., Yeager,M., Yu,K., Clifford,G., Xiao,Y., Zhu,B., Cullen,M., Boland,J., Wentzensen,N., Nelson,C., Raine-Bennett,T., Zigui,C., Bass,S., Song,L., Yang,Q., Steinberg,M., Burdett,L., Dean,M., Roberson,D., Mitchell,J., Lorey,T., Franceschi,S., Castle,P., Walker,J., Zuna,R., Kreimer,A., Beachler,D., Hildesheim,A., Gonzalez,P., Porras,C., Burk,R., Schiffman,M.",,2018-03-20,dsDNA
